,cleaned_tweets,nilai,sentimen
209,jumlah pedagang yang meminta divaksinasi covid di pasar cisalak cimanggis kota depok lampaui target hingga pukul wib selasa pendaftar sudah mencapai orang dari target hanya untuk orang,-8,negatif
210,jumlah vaksin covid yang diterima depok kali ini sebanyak vial botol untuk dosis,-2,negatif
211,buruh depok jadi korban phk selama pandemi covid,-9,negatif
212,babinsa monitor pembagian blt dd di masa pandemi virus covid pemerintah menggulirkan program bantuan langsung tunai bersumber dari dana desa blt dd tahap ii tahun selasa babinsa caturtunggal koramil depok serma sudirjo,6,positif
213,babinsa monitor pembagian blt dd di masa pandemi virus covid pemerintah menggulirkan program bantuan langsung tunai bersumber dari dana desa blt dd tahap ii tahun selasa babinsa caturtunggal koramil depok sleman,6,positif
214,foto pedagang pasar cisalak depok jalani vaksinasi covid,5,positif
215,vaksinasi covid untuk pedagang di pasar cisalak depok vaksinasi covid untuk pedagang di pasar cisalak depok pemerintah kota depok melakukan vaksinasi covid kepada pedagang di empat pasar tradisional yaitu pasar tugu pasar sukatani pasar,1,netral
216,kepala kejaksaan negeri depok sri kuncoro s h beserta kasubagbin dan para kasi mengikuti kunjungan kerja virtual jaksa agung ri yang diselenggarakan melalui sarana video conference dengan tetap menerapkan protokol kesehatan covid,4,positif
217,ini bukannya jagain depok covid dan jokowi,-4,negatif
218,program vaksinasi covid untuk anggota dprd depok dilakukan secara bertahap,-1,netral
219,kasus covid di indo memang awalnya dari orang dulu tapi yang kali ini bukan dari depok,-15,negatif
220,pemerintah kota depok belum bisa memastikan secara pasti jadwal pemberian vaksinasi covid kepada lanjut usia lanjut usia,11,positif
221,pimpinan dprd depok divaksin yety wulandari vaksin produk kesehatan tepat memutus mata rantai covid,0,netral
222,vaksinasi corona untuk anggota dprd depok dilakukan secara bertahap,-1,netral
223,aigooo depok semoga para pasien covid cepat sembuh semangat semangat,18,positif
224,dkr walikota terpilih segera perbaiki penanganan covid dan dampaknya di depok,3,positif
225,vaksinasi covid untuk anggota dprd depok dilakukan secara bertahap vaksinasi covid untuk anggota dewan perwakilan rakyat daerah dprd kota depok dilakukan secara bertahap hari ini senin sebagian anggota menjalani vaksin di rumah sakit,-5,negatif
226,pulang ke depok mau teriak di jendela kosan depok jiayooooo karena ada atau tidak ada covid itu kota tetap harus melawan rezim yang sudah bertahun berkuasa dan tidak bikin perubahan apa,-4,negatif
227,gtppc depok menyebut total pasien covid berjumlah orang,2,netral
228,vaksin covid tahap dua kembali tiba di depok kali ini vial,4,positif
229,novarita mengatakan bahwa anggota dprd kota depok termasuk dalam kelompok yang akan divaksinasi covid persen,-10,negatif
230,sekda dki ppkm mikro belum efektif tekan mobilitas warga menurut marullah akibat aktivitas masyarakat di dki dan bogor depok tangerang dan bekasi bodetabek masih tinggi maka kasus baru covid dki masih terus terjadi tiap harinya,13,positif
231,pemerintah kota depok kurang sigap melakukan vaksinasi covid,3,positif
232,min saya mau buat efin online karena sedang kena corona saya cari alamat email kpp pratama depok kok tidak nemu dan saya coba telepon tidak bisa mohon di bantu min,-18,negatif
233,sembuh setahun lalu pasien pertama covid di indonesia asal depok kini sulit bernafas dan rambut rontok,10,positif
234,depok tidak ada covid tidak perlu ada yang dites,-6,negatif
235,orang depok daripada tes covid lebih baik pada tes bikin sim deh,0,netral
236,divaksin korona di rs hermina depok terima kasih nakesnya terampil profesional semoga bisa memutus rantai penularan virus korona salam h hamzah,4,positif
237,alhamdulilah saya sudah divaksin korona sebagai bagian dari program vaksinasi di lingkungan dprd depok ayo kita putus rantai penyebaran covid salam h hamzah,0,netral
238,kok ada orang yang beli rumah di daerah cilejit citra maja dengan harga segitu kalau mau mencari di depok banyak kok yang masih murah apalagi jaman corona begini pada banting harga,5,positif
239,deretan foto berikut ini memperlihatkan suasana latihan pedalangan jawa dengan mematuhi protokol kesehatan di tengah pandemi covid di sanggar nirmala sari di cinere depok jawa barat pada minggu,3,positif
240,alhamdulillah semoga kepemimpinan anda menjadikan kota depok aman nyaman dan mengurangi pengangguran selama pandemi covid corona,-3,negatif
241,bagaimana ydk bertambah kalau ketua rt dan rw se kecamatan cipayung depok mengaatakan tidak ada lagi wabah virus corona dan mereka tidak memakai masker sehingga warganya mengikuti tidak memakai masker meski di lingkungannya,-25,negatif
242,kasus aktif covid di depok kini pasien yang menjalani isolasi dan perawatan,2,netral
243,bhabinkamtibmas dan babinsa kalurahan maguwoharjo depok sleman bersama satgas covid jogya bay waterpark melaksanakan patroli di lingkungan wisata jogya bay menghimbau kepada pengunjung yang membawa anak kecil untuk selalu mengawasi putra putrinya,-9,negatif
244,sementara kepala dinas pendidikan kota depok mohammad thamrin mengatakan kota depok belum akan melaksanakan kbm tatap muka karena masih dalam situasi pandemi covid,-10,negatif
245,guru sdit taman ilmu dilatih mendidik di masa pandemic covid depok news,10,positif
246,alhamdulillah depok keqnya sudah bebas covid,3,positif
247,depok plis kamu bisa penurunan case corona,-6,negatif
248,bulan maret gejala covid pertama muncul di depok jawa barat bulan maret gejala baru covid ditemukan di karawang jawa barat setelah pasien tki dari arab menetap dikampungnya selama bulan,-5,negatif
249,kayaknya di depok tidak pernah ada covid kak karena dari awal selalu ramai he,-6,negatif
250,covid sudah g ada lagi kayaknya di depok pusat keramaian sudah balik seperti semula sepengamatan saya,-1,netral
251,rsud depok mulai lakukan vaksinasi covid tahap kedua,3,positif
252,ayo saat pandemi covid begini yang efektif pendidikan untuk anak kita adalah pesantren selagi masih bukan dan masih ada kuota untuk jenjang smp di pesantren cendekia amanah depok yoookk daftarkan segera,2,netral
253,min vaksin covid untuk lanjut usia di depok kecamatan pancoran mas kelurahan depok kapan dimulai,6,positif
254,wali kota depok minta kepastian kemenkes soal adanya varian baru covid,0,netral
255,video bersejarah ketika ada kasus covid di depok jabar di tahun setahun sudah wabah covid ada di indonesia,6,positif
256,agar repot depok tetanga sampai tidak adanya gara agak di persilit minjem ambulan padahal pasien covid lanjut usia,-14,negatif
257,zona hijau covid di kota depok bertambah rt,-4,negatif
258,kini terdapat kasus covid aktif di depok mereka masih harus menjalani isolasi dan perawatan,2,netral
259,antisipasi covid jenis baru depok siapkan kerjasama dengan kostrad,5,positif
260,antispasi covid varian baru depok tambah fasilitas perawatan persiapan yang dimaksud adalah melakukan komunikasi dengan kostrad cilodong depok pasalnya lokasi dis ana menjadi bidikan pihaknya untuk dijadikan lokasi perawatan pasien covid,5,positif
261,antispasi covid varian baru depok tambah fasilitas perawatan dan sebelum beraktivitas ayo baca berita lainnya di situs,8,positif
262,muncul corona di indonesia dari depok muncul corona b di indonesia dari karawang terus mana lagi terutama semoga mereka sudah sembuh total dari corona varian baru,-1,netral
263,wali kota depok varian baru covid sudah datang kita baru dengar metro tempo,1,netral
264,wali kota depok mohammad idris belum mau mengambil langkah antisipatif terkait adanya varian baru covid yakni b sebelum ada arahan langsung,9,positif
265,kamis maret rapat koordinasi rutin pamong kalurahan caturtunggal serta sosialisasi mengenai covid dan vaksinasi oleh puskesmas depok iii,6,positif
266,program kampung tangguh jaya ktj di wilayah depok diklaim polda metro jaya mampu menurunkan angka terkonfirmasi virus corona,9,positif
267,ini persiapan pemerintah kota depok antisipasi corona b,4,positif
268,koramil sukmajaya kerahkan purnawirawan tni polri dan veteran untuk di vaksin sinovac covid danramil sukmajaya kodim depok kapten inf suyono mengerahkan para purn tni polri para veteran di wilayah koramil sukmajaya untuk di vaksin di markas besar tni cilangkap,13,positif
269,sejumlah tenaga pengajar di kota depok mulai melakukan vaksinasi covid massal jelang persiapan sekolah tatap muka,17,positif
270,wali kota depok soal covid sudah masuk zona oranye,-3,negatif
271,berikut persiapan pemerintah kota depok antisipasi corona b,4,positif
272,daftar vaksinasi covid untuk lanjut usia di depok susah euy ada link online gagal terus bertanya ke rsui diminta ke puskesmas dari puskesmas kecamatan dilempar ke puskesmas klurahan di puskesmas klurahan disuruh tny ke hotline wa sampai sekarang belum ada balesan kumaha ieu,5,positif
273,lah saya tiap hari naik krl dan tj mas sebelum corona dari depok ke sudirman brgkt jam pulang jam ramai atau desekan memang wajar di semua kota besar juga begitu kalau di jam sibuk keangkut semua kan tidak ada uang yang sampai tidak bisa brgkt atau tidak bisa pulang,-10,negatif
274,video tenaga pengajar ikuti vaksinasi covid di depok persiapan sekolah tatap muka,14,positif
275,kompak babinsa koramil toroh bersama bhabinkamtibmas melaksanakan pendampingan tes dan tracking covid oleh tenaga kesehatan puskesmas toroh i kepada warga yang pernah kontak langsung dengan pasien positif covid di dusun pengkol desa depok kecamatan toroh jumat,6,positif
276,bulannya sama ketika perempuan cantik warga depok terpapar corona dan sembuh tahun lalu pernyataannya jangan panik,4,positif
277,vaksinasi covid bagi pegawai bnn kota depok,6,positif
278,orang di depok divaksin covid dan baca berita keren lainnya di situs,-2,negatif
279,update sebaran pasien covid di kota depok sukmajaya jadi kecamatan terbanyak,-4,negatif
280,izin bertanya apakah ada commuterline tujuan cilegon dari st depok boleh diinfo kereta mana saja yang harus saya ambil untuk smp ke cilegon dan apakah harus ada suket bebas covid untuk tujuan sana terimakasih,-25,negatif
281,ketua dprd depok vaksin salah satu ikhtiar putus rantai penularan covid depok news,5,positif
282,ketua dprd depok vaksin salah satu ikhtiar putus rantai penularan covid,4,positif
283,kasus aktif covid di depok kembali meningkat signifikan bertambah dibandingkan kemarin menjadi pasien,-4,negatif
284,how are you there in heaven pasti menyenangkan kembali ke rumah sesungguhnya ketemu langsung sm tuhan yesus just sebagai informasi skg corona indonesia sudah bukan Cuma di depok saja seperti yang terakhir kamu tahu,14,positif
285,kampung tangguh bojong gede depok tekan penyebaran covid antara news jawa barat,7,positif
286,itu depok pas awal korona diwuhan kan ini smepet viral,2,netral
287,stuju biang keroknya covid di indonesia grgr depok mmek,-1,netral
288,covid dari depok,-4,negatif
289,masih inget banget pas waktu dulu lagi lomba terus ada berita corona deh masuk indo yang kena orang depok,-14,negatif
290,jadi inget waktu awal corona ada di depok saya naik krl ke kampus sambil ngantongin cilok panas di almet pas sampai pasming ada anak smp masuk itu ke krl dia ngerasa badan badan saya panas banget kali habis itu saya ditegor kakak badannya panas banget sambil muka panik,-5,negatif
291,bukaan kuliah di depok tapi karena covid dan pjj jadi balik ke rumah deh,-2,negatif
292,niraa mau link dong satgas covid depok,4,positif
293,ketua dprd depok ajak warga dukung dan sukseskan vaksinasi covid,7,positif
294,pemerintah kota pemerintah kota depok menargetkan sebanyak orang akan menerima vaksin covid vaksinasi dibagi dalam dua tahap tahap pertama orang dan tahap kedua orang baca berita selengkapnya di,12,positif
295,keputusan tersebut ada di tangan satgas penanganan covid kota depok dengan mempertimbangkan situasi penularan virus corona,3,positif
296,baru tenaga pendidik di depok yang akan menerima vaksinasi covid bulan ini jumlah itu setara persen dari total tenaga pendidik,10,positif
297,kota depok jawa barat memperoleh vaksin covid untuk gelombang pertama vaksinasi tahap dua bagi kelompok rentan,-2,negatif
298,anggota kodim depok jalani vaksinasi covid sesuai prosedur kesehatan kodam jaya depok ratusan anggota kodim depok hari ini melaksanakan vaksinasi covid yang dilaksanakan di aula kodim depok jl pramuka mampang pancoran mas depok,-4,negatif
299,selamat siang mohon maaf berdasarkan hasil koordinasi dengan unit terkait diinfokan bahwa dipo krl depok tidak menerima kunjungan hal ini karena tempat tersebut merupakan area kerja yang steril dan terutama pada masa pandemi covid seperti ini terima kasih,-11,negatif
300,anggota kodim depok jalani vaksinasi covid dan ikuti berita terkini lainnya di situs,-2,negatif
301,pemerintah kota depok targetkan warga divaksin covid,-1,netral
302,seluruh kecamatan di depok masuk zona oranye covid,-4,negatif
303,ayo simak cerita salah satu tokoh agama di depok usai divaksinasi covid biar tidak penasaran bagaimana rasanya divaksin,0,netral
304,sebanyak guru dan tenaga kependidikan di kota depok menjalani vaksinasi covid tahap kedua diharapkan tahun ajaran baru depok gelar sekolah tatap muka,17,positif
305,even if kamu take covid out of the picture depok masih need the jiayou,-1,netral
306,jumlah kasus aktif covid di depok yang terbanyak saat ini masih di kecamatan sukmajaya dengan pasien,-4,negatif
307,berikut rilis perkembangan covid di kota depok per tanggal patuh konsisten terapkan m memakai masker mencuci tangan pakai sabun menjaga jarak mari bersama membantu bangsa memutuskan rantai penyebaran covid,10,positif
308,tenaga pendidik di depok bakal jalani vaksinasi covid,8,positif
309,setelah terus menurun sejak februari kini kasus aktif covid di depok kembali naik bertambah dibandingkan kemarin menjadi pasien,-3,negatif
310,prajurit tni di depok dapat vaksin covid,6,positif
311,siapapun tolong informasi rs yang nerima pasien covid di depok dan sekitar tante saya confirmed saat ini sesak nafas berat dirumah butuh bantuan secepatnya untuk cari rs yang masih kosong tolong baru banget dapat kabar,-13,negatif
312,kepala kejaksaan negeri depok sri kuncoro s h menghadiri kegiatan serah terima jabatan yang diselenggarakan di ruang rapat paripurna dprd kota depok dengan tetap menerapkan protokol kesehatan covid,3,positif
313,rilis perkembangan covid di kota depok per tanggal,-1,netral
314,jadi ingat warga depok yang jadi kasus pertama dan setelah sembuh dijadikan duta corona apakah akan terulang,2,netral
315,covid masuk di depok varian baru di karawang jabar oh jabar,3,positif
